,装移机情况,全省,南京,无锡,镇江,苏州,南通,扬州,盐城,徐州,淮安,连云港,常州,泰州,宿迁,月份,年份
860,FTTH昨日竣工数合计,8760,1284,847,507,1638,284,513,691,986,264,261,986,200,299,10,2013
861,FTTH昨日竣工数合计,9554,1308,890,549,1772,342,559,754,1008,279,248,1269,249,327,10,2013
862,FTTH昨日竣工数合计,9443,1215,828,572,1697,389,561,703,1031,283,277,1274,303,310,10,2013
863,FTTH昨日竣工数合计,9049,1185,860,514,1673,408,494,691,1019,279,271,1117,286,252,10,2013
864,FTTH昨日竣工数合计,8648,1251,823,503,1729,328,514,497,928,258,248,1039,241,289,10,2013
865,FTTH昨日竣工数合计,8280,1080,798,484,1409,369,536,538,974,252,231,1053,220,336,10,2013
866,FTTH昨日竣工数合计,8901,1103,967,569,1672,296,514,762,927,272,257,1106,163,293,10,2013
867,FTTH昨日竣工数合计,8882,1205,848,515,1600,341,552,715,883,235,285,1061,247,395,10,2013
868,FTTH昨日竣工数合计,8643,1135,909,499,1604,331,534,682,849,260,261,1069,217,293,10,2013
869,FTTH昨日竣工数合计,8885,1192,887,592,1511,360,472,794,945,270,247,1107,170,338,10,2013
870,FTTH昨日竣工数合计,8318,1113,691,514,1556,323,499,749,899,260,225,1008,179,302,10,2013
871,FTTH昨日竣工数合计,6893,1096,614,404,1380,284,386,439,790,141,201,814,162,182,10,2013
872,FTTH昨日竣工数合计,7945,1177,696,491,1333,264,461,774,907,205,227,978,189,243,10,2013
873,FTTH昨日竣工数合计,8876,1144,822,561,1701,358,495,727,928,250,243,1090,192,365,10,2013
874,FTTH昨日竣工数合计,8664,1090,748,536,1583,360,543,669,1014,243,238,1087,215,338,10,2013
875,FTTH昨日竣工数合计,8558,1078,945,527,1567,302,456,566,1123,229,236,1004,208,317,10,2013
876,FTTH昨日竣工数合计,8516,1111,886,529,1553,289,463,547,1131,258,256,986,210,297,10,2013
877,FTTH昨日竣工数合计,8085,1208,749,485,1600,246,472,583,935,256,229,829,202,291,10,2013
878,FTTH昨日竣工数合计,7379,1096,621,392,1401,260,423,669,885,180,230,796,214,212,10,2013
879,FTTH昨日竣工数合计,8155,1087,813,534,1396,263,476,742,916,251,215,968,195,299,10,2013
880,FTTH昨日竣工数合计,8974,1256,832,583,1646,330,575,520,1076,307,237,980,300,332,10,2013
881,FTTH昨日竣工数合计,9404,1258,1541,551,1713,399,512,585,851,291,232,887,253,331,10,2013
884,FTTH昨日竣工数合计,8230,1314,776,454,1682,275,463,530,816,230,233,963,253,241,11,2013
885,FTTH昨日竣工数合计,7196,1172,593,464,1442,237,325,405,809,202,265,821,234,227,11,2013
886,FTTH昨日竣工数合计,8304,1177,969,537,1359,253,463,529,932,276,283,1000,219,307,11,2013
887,FTTH昨日竣工数合计,9015,1250,1121,543,1653,270,531,587,1012,264,267,964,232,321,11,2013
888,FTTH昨日竣工数合计,8979,1146,1036,618,1589,324,523,691,954,310,259,1029,215,285,11,2013
889,FTTH昨日竣工数合计,8655,1168,847,481,1539,291,560,653,1109,273,243,914,246,331,11,2013
890,FTTH昨日竣工数合计,8522,1077,1086,514,1521,320,483,622,1059,226,216,871,239,288,11,2013
891,FTTH昨日竣工数合计,8207,1085,1364,384,1536,250,498,487,952,199,225,695,224,308,11,2013
892,FTTH昨日竣工数合计,7211,1011,1199,351,1286,233,443,442,737,181,201,673,252,202,11,2013
893,FTTH昨日竣工数合计,8036,1061,1242,355,1337,344,483,511,852,252,245,861,213,280,11,2013
894,FTTH昨日竣工数合计,8462,929,1384,397,1532,318,541,584,950,249,245,804,224,305,11,2013
895,FTTH昨日竣工数合计,8058,1111,798,462,1521,275,505,552,957,236,246,814,271,310,11,2013
896,FTTH昨日竣工数合计,7841,1057,743,426,1398,308,490,522,1018,243,233,845,229,329,11,2013
897,FTTH昨日竣工数合计,8182,1013,721,523,1393,324,479,758,985,245,271,910,235,325,11,2013
898,FTTH昨日竣工数合计,7865,1075,671,427,1515,251,522,648,921,245,233,787,294,276,11,2013
899,FTTH昨日竣工数合计,6682,1118,513,390,1284,231,457,433,749,201,176,676,229,225,11,2013
900,FTTH昨日竣工数合计,7501,1048,897,410,1328,278,436,565,769,216,229,854,237,234,11,2013
901,FTTH昨日竣工数合计,9472,1012,1468,482,1593,324,514,878,995,315,228,981,330,352,11,2013
902,FTTH昨日竣工数合计,8978,1083,1490,450,1617,297,588,578,907,281,235,887,240,325,11,2013
903,FTTH昨日竣工数合计,9168,1034,1513,537,1595,345,585,694,914,245,230,941,230,305,11,2013
904,FTTH昨日竣工数合计,8900,1032,1427,558,1435,294,535,825,900,256,223,865,243,307,11,2013
905,FTTH昨日竣工数合计,7654,1061,714,509,1470,270,553,474,785,228,228,875,212,275,11,2013
906,FTTH昨日竣工数合计,5033,847,519,276,1137,195,383,275,358,155,98,515,175,100,11,2013
907,FTTH昨日竣工数合计,8155,1088,1307,454,1293,319,537,462,829,274,221,835,222,314,11,2013
908,FTTH昨日竣工数合计,8794,1122,1443,485,1500,271,610,564,851,333,244,840,225,306,11,2013
909,FTTH昨日竣工数合计,8322,1067,827,489,1596,308,618,621,878,377,236,773,251,281,11,2013
910,FTTH昨日竣工数合计,7962,1123,731,574,1496,302,553,532,766,332,215,763,298,277,11,2013
911,FTTH昨日竣工数合计,8470,1172,984,531,1536,396,604,561,807,341,220,755,279,284,11,2013
914,FTTH昨日竣工数合计,8689,1226,1446,540,1382,320,491,576,855,268,232,828,233,292,12,2013
915,FTTH昨日竣工数合计,9185,1279,1485,542,1634,306,574,627,830,310,253,848,227,270,12,2013
916,FTTH昨日竣工数合计,9234,1270,1374,558,1658,376,557,641,879,268,252,825,241,335,12,2013
917,FTTH昨日竣工数合计,8407,1068,1139,483,1501,342,552,592,842,283,211,795,268,331,12,2013
918,FTTH昨日竣工数合计,8284,1009,835,535,1499,352,585,620,818,335,233,823,285,355,12,2013
919,FTTH昨日竣工数合计,8102,1276,743,463,1726,294,508,555,807,286,260,662,225,297,12,2013
920,FTTH昨日竣工数合计,6883,1146,564,368,1410,246,472,573,610,243,180,564,273,234,12,2013
921,FTTH昨日竣工数合计,7527,1107,697,391,1357,291,489,591,768,262,242,760,252,320,12,2013
922,FTTH昨日竣工数合计,8139,1370,697,437,1635,295,533,561,766,296,244,745,246,314,12,2013
923,FTTH昨日竣工数合计,8428,1330,698,524,1634,339,572,570,837,292,240,837,240,315,12,2013
924,FTTH昨日竣工数合计,8490,1260,816,533,1672,344,593,587,849,321,242,674,277,322,12,2013
925,FTTH昨日竣工数合计,8187,1257,791,510,1419,322,569,692,794,352,227,695,242,317,12,2013
926,FTTH昨日竣工数合计,7954,1420,912,403,1473,308,525,514,683,316,237,656,219,288,12,2013
927,FTTH昨日竣工数合计,7274,1267,719,391,1486,309,457,466,789,211,216,534,234,195,12,2013
928,FTTH昨日竣工数合计,6383,952,645,389,836,243,416,626,780,278,225,481,205,307,12,2013
929,FTTH昨日竣工数合计,7621,1080,867,409,1120,257,564,838,847,402,236,494,186,321,12,2013
930,FTTH昨日竣工数合计,8802,1218,1013,566,1568,362,581,770,865,355,226,708,279,291,12,2013
931,FTTH昨日竣工数合计,8330,1147,907,562,1642,302,544,657,785,329,203,682,274,296,12,2013
932,FTTH昨日竣工数合计,8188,1192,908,579,1466,358,538,629,759,303,221,665,294,276,12,2013
933,FTTH昨日竣工数合计,8019,1257,808,399,1661,278,502,563,759,339,248,694,254,257,12,2013
934,FTTH昨日竣工数合计,6937,1225,643,356,1371,250,385,514,787,248,200,553,213,192,12,2013
935,FTTH昨日竣工数合计,8225,1217,795,598,1482,291,569,639,842,289,196,760,306,241,12,2013
936,FTTH昨日竣工数合计,8958,1257,941,632,1637,395,598,754,813,313,267,742,314,295,12,2013
937,FTTH昨日竣工数合计,9539,1370,956,631,1749,428,626,881,848,326,276,799,311,338,12,2013
938,FTTH昨日竣工数合计,9093,1235,971,680,1554,405,560,718,782,390,247,879,363,309,12,2013
939,FTTH昨日竣工数合计,9299,1289,922,639,1618,382,562,919,856,402,259,824,316,311,12,2013
940,FTTH昨日竣工数合计,9322,1501,980,637,1754,428,601,672,814,366,245,799,307,218,12,2013
941,FTTH昨日竣工数合计,8607,1449,810,536,1590,308,568,691,736,380,231,782,296,230,12,2013
942,FTTH昨日竣工数合计,9403,1480,986,534,1608,430,588,824,845,387,257,860,267,337,12,2013
945,FTTH昨日竣工数合计,9969,1489,969,684,1537,394,571,699,931,419,287,1369,299,321,1,2014
946,FTTH昨日竣工数合计,10740,1502,1082,707,1892,474,627,725,951,470,323,1261,328,398,1,2014
947,FTTH昨日竣工数合计,11068,1662,994,669,1919,533,658,825,1039,400,355,1275,360,379,1,2014
948,FTTH昨日竣工数合计,9723,1506,833,600,1642,451,608,735,980,376,299,1087,329,277,1,2014
949,FTTH昨日竣工数合计,9664,1372,852,678,1512,439,651,764,827,361,292,1238,340,338,1,2014
950,FTTH昨日竣工数合计,9569,1228,903,714,1543,453,576,797,904,368,251,1163,288,381,1,2014
951,FTTH昨日竣工数合计,8463,1092,877,445,1364,421,498,656,793,372,308,985,262,390,1,2014
952,FTTH昨日竣工数合计,9962,1281,971,655,1476,473,651,801,888,412,363,1253,353,385,1,2014
953,FTTH昨日竣工数合计,10103,1269,959,684,1616,472,672,823,913,433,315,1242,368,337,1,2014
954,FTTH昨日竣工数合计,9675,1473,742,559,1445,529,606,751,1012,457,316,1056,336,393,1,2014
955,FTTH昨日竣工数合计,8558,1419,750,526,1450,459,572,584,723,427,289,798,322,239,1,2014
956,FTTH昨日竣工数合计,9593,1281,881,654,1441,476,574,863,909,407,369,1081,311,346,1,2014
957,FTTH昨日竣工数合计,10945,1411,978,725,1884,546,674,937,956,468,374,1221,368,403,1,2014
958,FTTH昨日竣工数合计,11116,1458,1098,586,1907,627,719,903,1016,507,354,1025,433,483,1,2014
959,FTTH昨日竣工数合计,11230,1427,1100,674,1835,642,741,970,1074,483,343,1088,390,463,1,2014
960,FTTH昨日竣工数合计,11286,1490,1100,700,1808,673,697,938,1037,459,395,1141,401,447,1,2014
961,FTTH昨日竣工数合计,11250,1771,1020,667,1978,697,671,899,847,516,362,994,415,413,1,2014
962,FTTH昨日竣工数合计,10124,1563,858,538,1703,673,619,788,891,495,326,886,418,366,1,2014
963,FTTH昨日竣工数合计,10023,1324,913,662,1490,633,664,828,915,532,361,872,399,430,1,2014
964,FTTH昨日竣工数合计,11930,1541,1143,679,1893,695,749,1053,1119,523,416,1157,448,514,1,2014
965,FTTH昨日竣工数合计,12789,1682,1183,848,1933,783,850,1069,1113,588,400,1202,606,532,1,2014
966,FTTH昨日竣工数合计,13053,1686,1247,857,1854,804,775,1237,1090,625,477,1232,497,672,1,2014
967,FTTH昨日竣工数合计,12990,1650,1146,935,1826,831,798,1280,1118,737,452,1189,471,557,1,2014
968,FTTH昨日竣工数合计,13056,1839,1130,811,1967,791,821,1265,1061,684,411,1141,548,587,1,2014
969,FTTH昨日竣工数合计,11982,1499,1009,770,1642,772,763,1299,1058,609,436,1097,459,569,1,2014
970,FTTH昨日竣工数合计,12542,1565,1063,741,1643,818,860,1323,1071,767,418,1139,459,675,1,2014
971,FTTH昨日竣工数合计,11397,1367,956,622,1444,802,726,1035,1187,696,387,1138,332,705,1,2014
972,FTTH昨日竣工数合计,8477,805,635,412,1104,592,366,674,1190,576,349,832,250,692,1,2014
973,FTTH昨日竣工数合计,3176,284,261,168,415,246,146,220,519,202,107,330,90,188,1,2014
976,FTTH昨日竣工数合计,516,63,37,37,71,47,13,21,101,31,8,32,1,54,2,2014
977,FTTH昨日竣工数合计,1068,44,72,16,280,84,23,103,225,37,11,79,2,92,2,2014
978,FTTH昨日竣工数合计,1492,118,104,35,331,110,19,56,378,50,19,100,8,164,2,2014
979,FTTH昨日竣工数合计,1267,124,115,27,324,107,64,73,216,48,17,71,12,69,2,2014
980,FTTH昨日竣工数合计,1868,190,144,34,419,97,66,88,360,110,65,133,25,137,2,2014
981,FTTH昨日竣工数合计,2730,366,395,78,583,176,99,154,330,111,48,217,29,144,2,2014
982,FTTH昨日竣工数合计,6444,814,824,173,1556,343,301,326,603,303,159,626,83,333,2,2014
983,FTTH昨日竣工数合计,7111,1034,888,261,1597,395,303,336,705,259,171,751,135,276,2,2014
984,FTTH昨日竣工数合计,8197,1131,902,377,1719,416,481,412,742,310,244,891,178,394,2,2014
985,FTTH昨日竣工数合计,9249,1235,1034,431,2020,417,533,466,789,360,259,1118,209,378,2,2014
986,FTTH昨日竣工数合计,9707,1408,1004,435,2212,489,503,479,786,351,281,1170,207,382,2,2014
987,FTTH昨日竣工数合计,9714,1147,1166,449,2287,483,503,535,777,336,259,1165,188,419,2,2014
988,FTTH昨日竣工数合计,9378,1121,1155,524,2385,376,491,578,673,298,226,1070,187,294,2,2014
989,FTTH昨日竣工数合计,9960,1431,1066,512,2590,483,490,588,700,310,239,975,223,353,2,2014
990,FTTH昨日竣工数合计,7091,1368,758,366,1858,343,325,232,552,200,110,691,137,151,2,2014
991,FTTH昨日竣工数合计,6511,1106,828,313,1933,252,287,213,315,211,85,699,151,118,2,2014
992,FTTH昨日竣工数合计,6267,919,636,175,1552,227,212,428,762,205,264,450,101,336,2,2014
993,FTTH昨日竣工数合计,10040,1334,1119,524,2509,333,502,583,850,326,284,1085,214,377,2,2014
994,FTTH昨日竣工数合计,11231,1559,1186,620,2720,449,592,614,865,365,261,1332,265,403,2,2014
995,FTTH昨日竣工数合计,11672,1514,1264,665,2798,550,621,973,776,408,258,1194,266,385,2,2014
996,FTTH昨日竣工数合计,10818,1529,1082,533,2901,588,488,631,668,336,268,1195,270,329,2,2014
997,FTTH昨日竣工数合计,10302,1571,1086,456,3015,495,498,481,675,246,205,1064,275,235,2,2014
